AgentRefID,total_payment,total_successfull_payments,total_failed_payments,total_amount_transaction,max_amount_transaction,min_amount_transaction,avg_amount_transaction,median_amount_transaction,total_amount_transaction_gt100,total_count_transaction_gt100,total_amount_transaction_gt1000,total_count_transaction_gt1000,total_amount_transcation_debit,total_amount_transaction_credit,total_unique_payee,total_unique_distributer,avg_count_payment_permonth,avg_count_payment_gt100_permonth,avg_amount_payment_permonth,avg_amout_payment_gt100_permonth,avg_last_month_amount_txn,avg_txn_first_week,avg_last_month_1week_amount_txn,last_month_amount_gt100,vintage,recency,total_ticket_raised,total_ticket_raised_last_2_month,avg_ticked_rasied_per_month,Churn
1,22,21,1,246.0,100.0,1.0,11.714285714285714,2.0,0.0,0,0.0,0,238.0,8.0,8,1,4.0,2.0,8.988888888888889,100.0,0.0,1.3333333333333333,0.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0
55,132,128,4,1074317.0,25000.0,1.0,8393.1015625,4999.0,1074274.0,85,1069574.0,79,1074274.0,43.0,52,1,56.0,28.333333333333332,7712.888650897126,11878.97345928925,0.0,5923.153846153846,0.0,0.0,56.0,138.0,0.0,0.0,0.0,1.0
83,3361,3253,108,7335134.0,25000.0,1.0,2254.88287734399,1950.0,7333954.0,2320,6879216.0,1797,7334204.0,930.0,1573,1,133.5,387.0,1848.8487261991595,2784.0384278764564,16004.0,2140.512927439533,0.0,16000.0,203.0,1.0,1.0,0.0,1.0,0.0
180,1965,1878,87,5929296.0,25000.0,1.0,3157.2396166134185,2000.0,5929067.0,1847,5508229.0,1372,5929274.0,22.0,883,1,297.0,264.14285714285717,2917.410086176463,2946.772422498424,33000.0,3118.1011904761904,23500.0,33000.0,202.0,2.0,7.0,0.0,2.3333333333333335,0.0
29,901,843,58,1891118.0,25000.0,1.0,2243.3190984578887,2000.0,1890853.0,677,1799222.0,551,1890954.0,164.0,446,1,133.0,96.85714285714286,2235.0558443772247,2754.3297944517394,178070.0,2148.735,68861.0,178058.0,203.0,1.0,2.0,0.0,1.0,0.0
14,24518,23474,1044,66153673.0,49999.0,1.0,2818.167887875948,2000.0,66147923.0,19021,62490849.0,14916,66149340.0,4333.0,7155,1,3437.0,2718.714285714286,2840.8048319749787,3491.529944637002,6979057.0,2836.0946886446886,2083318.0,6978680.0,203.0,1.0,3.0,2.0,1.5,0.0
26,248,236,12,338903.0,11000.0,1.0,1436.0296610169491,1000.0,338459.0,186,262839.0,89,338859.0,44.0,113,1,22.0,26.857142857142858,1406.707002354371,1838.41574682375,73697.0,1632.34,33402.0,73690.0,202.0,1.0,1.0,1.0,1.0,0.0
32,1546,1478,68,3283641.0,25000.0,1.0,2221.6786197564275,2000.0,3283135.0,1071,3082094.0,841,3283235.0,406.0,580,1,232.0,178.66666666666666,2269.6996888245453,3112.877668479649,0.0,2479.865934065934,0.0,0.0,161.0,43.0,5.0,0.0,1.6666666666666667,1.0
34,6458,6113,345,13391023.0,10000.0,1.0,2190.5812203500736,2000.0,13388569.0,4748,12310466.0,3514,13389677.0,1346.0,1771,1,888.0,679.8571428571429,2182.361279690329,2793.659187147422,1560122.0,2167.455294863665,493030.0,1559980.0,203.0,1.0,8.0,4.0,2.6666666666666665,0.0
35,209,197,12,752624.0,5000.0,1.0,3820.4263959390864,4978.0,752623.0,196,736186.0,178,752623.0,1.0,108,1,28.0,28.0,3801.296608988339,3817.103638466797,50150.0,3492.9491525423728,0.0,50150.0,203.0,1.0,2.0,0.0,2.0,0.0
46,3983,3794,189,10202748.0,45000.0,1.0,2689.1797575118608,2000.0,10201574.0,2917,9711124.0,2367,10201879.0,869.0,1372,1,563.0,417.14285714285717,2686.1322742311354,3478.4776546028293,805763.0,2809.5814931650893,413274.0,805700.0,201.0,3.0,0.0,0.0,0.0,0.0
50,2270,2074,196,5311661.0,25000.0,1.0,2561.0708775313406,2000.0,5311014.0,1526,5018449.0,1202,5311114.0,547.0,842,1,248.0,218.14285714285714,2560.9424755893733,3458.401584568164,240200.0,2532.8665710186515,210207.0,240170.0,194.0,10.0,0.0,0.0,0.0,0.0
87,7104,6656,448,15983059.0,48400.0,1.0,2401.3009314903848,1965.0,15981040.0,4934,14900002.0,3692,15981341.0,1718.0,2246,1,907.0,705.2857142857143,2404.6035570970625,3242.9155424730693,2057016.0,2299.420757363254,537863.0,2056797.0,203.0,1.0,5.0,1.0,1.6666666666666667,0.0
133,1814,1759,55,7544852.0,49999.0,1.0,4289.284820920978,4000.0,7544579.0,1694,7366779.0,1506,7544792.0,60.0,978,1,263.0,242.28571428571428,4282.29885054561,4433.3150329082155,697556.0,4178.406852248394,276200.0,697550.0,203.0,1.0,1.0,0.0,1.0,0.0
163,1893,1746,147,3679184.0,30000.0,1.0,2107.2073310423825,1500.0,3678407.0,1167,3474053.0,918,3678607.0,577.0,799,1,233.0,167.0,2065.7168340480007,3055.689436660185,89944.0,2143.9416498993965,42110.0,89925.0,191.0,13.0,1.0,0.0,1.0,1.0
233,1453,1366,87,4130925.0,25000.0,1.0,3024.1032210834555,2025.0,4130354.0,993,4010489.0,849,4130554.0,371.0,645,1,245.5,248.75,3193.486577214598,4238.198530861661,0.0,3081.6737967914437,0.0,0.0,115.0,89.0,1.0,0.0,1.0,0.0
623,4040,3836,204,7552939.0,10000.0,1.0,1968.9622002085505,1500.0,7551427.0,2819,6866007.0,2045,7551931.0,1008.0,1287,1,600.0,403.42857142857144,1979.0517483797937,2692.9399744788216,962004.0,1940.5627157652475,270420.0,961900.0,203.0,1.0,3.0,0.0,3.0,0.0
704,655,623,32,1486303.0,25000.0,1.0,2385.7191011235955,2000.0,1484871.0,441,1422936.0,352,1486136.0,167.0,208,1,87.0,63.285714285714285,2393.1379533701847,3358.036410579833,168411.0,2234.2977528089887,44984.0,168310.0,203.0,1.0,1.0,0.0,1.0,0.0
738,541,489,52,949706.0,15000.0,1.0,1942.1390593047036,1500.0,949576.0,359,897616.0,291,949578.0,128.0,250,1,79.0,51.285714285714285,2007.439151192427,2659.9453812895713,90765.0,1947.6962962962964,25600.0,90760.0,203.0,1.0,0.0,0.0,0.0,0.0
25,2258,2137,121,5000344.0,25000.0,1.0,2339.889564810482,2000.0,4999322.0,1569,4762493.0,1293,4999890.0,454.0,704,1,331.0,224.71428571428572,2468.1198042476103,3259.3176342444285,22461.0,2355.822966507177,9960.0,22460.0,200.0,4.0,4.0,0.0,1.3333333333333333,0.0
39,5171,4954,217,12875191.0,25000.0,1.0,2598.9485264432783,2000.0,12873820.0,4145,12456752.0,3633,12874406.0,785.0,1993,1,849.0,592.7142857142857,2260.2572182843064,2739.6428510580436,505.0,2531.796314258002,504.0,500.0,198.0,6.0,3.0,0.0,1.5,0.0
3115,3524,3403,121,7382622.0,49999.0,1.0,2169.4451954158094,2000.0,7381194.0,2419,6934354.0,1902,7381651.0,971.0,1039,1,554.0,346.14285714285717,2190.4201481925297,3038.4170638686915,145661.0,2117.5632352941175,120860.0,145650.0,203.0,1.0,0.0,0.0,0.0,0.0
3801,1533,1433,100,2885736.0,14000.0,1.0,2013.7725052337753,1500.0,2884143.0,1037,2659739.0,776,2885359.0,377.0,581,1,259.5,174.83333333333334,1942.6233140121449,2695.171227507128,19801.0,2147.110671936759,19801.0,19799.0,150.0,16.0,2.0,0.0,2.0,1.0
91,234,230,4,450480.0,20000.0,1.0,1958.608695652174,1001.0,450399.0,149,423899.0,117,450401.0,79.0,98,1,31.0,21.285714285714285,1999.9620824599767,3051.0286758563075,61413.0,2108.438596491228,31406.0,61400.0,203.0,1.0,0.0,0.0,0.0,0.0
358,214,197,17,493323.0,20000.0,1.0,2504.1776649746193,2000.0,493263.0,137,487858.0,130,493263.0,60.0,88,1,98.5,68.5,1499.7397959183672,2054.1838235294117,0.0,2368.4358974358975,0.0,0.0,33.0,171.0,0.0,0.0,0.0,1.0
2150,42,35,7,74482.0,5000.0,1.0,2128.057142857143,1500.0,74480.0,33,64183.0,19,74480.0,2.0,23,1,15.0,11.0,2204.3930555555557,2300.0992063492063,0.0,2618.181818181818,0.0,0.0,70.0,134.0,0.0,0.0,0.0,1.0
3,849,771,78,1877021.0,49999.0,1.0,2434.527885862516,2000.0,1876856.0,606,1746677.0,454,1876856.0,165.0,329,1,116.0,86.57142857142857,2416.4359018828904,3047.5192697170073,316584.0,2189.75,62909.0,316559.0,203.0,1.0,2.0,0.0,2.0,0.0
283,1181,1133,48,3218014.0,25000.0,1.0,2840.259488084731,2000.0,3217919.0,1038,3034139.0,825,3217920.0,94.0,612,1,228.0,148.28571428571428,3341.283535879305,4075.588826598379,239904.0,2594.0805970149254,201403.0,239900.0,203.0,1.0,0.0,0.0,0.0,0.0
470,1187,1104,83,2212733.0,10000.0,1.0,2004.2871376811595,1500.0,2212407.0,778,2053952.0,590,2212606.0,127.0,456,1,138.0,111.14285714285714,1783.154134361803,2588.69313506156,318400.0,1940.1103448275862,198176.0,318346.0,195.0,7.0,0.0,0.0,0.0,0.0
491,872,852,20,2034950.0,10000.0,1.0,2388.43896713615,2000.0,2034448.0,656,1928593.0,534,2034758.0,192.0,278,1,116.0,94.14285714285714,2540.3058956936798,3164.252135531239,103210.0,2277.7175141242938,25501.0,103200.0,202.0,2.0,0.0,0.0,0.0,0.0
685,3990,3757,233,10013395.0,30000.0,1.0,2665.2635081181793,2000.0,10011576.0,2619,9538186.0,2082,10012269.0,1126.0,1472,1,533.0,374.85714285714283,2643.146828444013,3749.3032239883446,462614.0,2802.373033707865,310052.0,462571.0,203.0,1.0,1.0,1.0,1.0,0.0
3781,350,308,42,811804.0,7000.0,1.0,2635.7272727272725,2000.0,811230.0,257,767230.0,206,811760.0,44.0,170,1,100.0,87.0,2780.713333333333,3460.716617000142,232576.0,2536.4190476190474,193721.0,232430.0,43.0,12.0,0.0,0.0,0.0,1.0
16,1956,1865,91,3660486.0,16000.0,1.0,1962.7270777479894,1400.0,3659564.0,1277,3510732.0,1071,3659915.0,571.0,715,1,192.0,213.16666666666666,1658.0911611169831,2852.5595350581957,3.0,1731.4459102902374,2.0,0.0,201.0,3.0,1.0,0.0,1.0,0.0
473,1449,1386,63,3006823.0,25000.0,1.0,2169.424963924964,1500.0,3006215.0,1075,2879275.0,914,3006517.0,306.0,531,1,269.5,179.66666666666666,2396.7703781597,2962.628810827735,0.0,2132.816326530612,0.0,0.0,182.0,22.0,2.0,0.0,1.0,1.0
1859,435,413,22,1332514.0,10000.0,1.0,3226.4261501210653,4500.0,1332445.0,344,1302145.0,302,1332445.0,69.0,116,1,51.0,49.142857142857146,3077.129502594569,3801.1815327433555,4856.0,3214.9347826086955,4856.0,4850.0,188.0,15.0,0.0,0.0,0.0,1.0
3607,238,221,17,562073.0,5000.0,1.0,2543.316742081448,2000.0,562044.0,192,520045.0,144,562048.0,25.0,46,1,32.0,27.428571428571427,2435.426334461995,2948.8589947089945,69265.0,2514.9848484848485,31365.0,69265.0,181.0,2.0,0.0,0.0,0.0,0.0
216,761,738,23,1929196.0,5000.0,1.0,2614.086720867209,2489.5,1928902.0,543,1874505.0,486,1929010.0,186.0,317,1,188.5,136.0,2621.851413150599,3406.329818839929,0.0,2653.2631578947367,0.0,0.0,113.0,91.0,0.0,0.0,0.0,1.0
21,762,692,70,1272994.0,25000.0,1.0,1839.586705202312,1000.0,1272748.0,446,1174288.0,328,1272787.0,207.0,249,1,94.0,63.714285714285715,1821.4536064577842,2853.919516677871,95592.0,1744.25,47116.0,95569.0,203.0,1.0,5.0,0.0,1.6666666666666667,0.0
120,5575,5358,217,13732962.0,49900.0,1.0,2563.0761478163495,2000.0,13731434.0,4305,12798354.0,3259,13731934.0,1028.0,1796,1,640.0,615.5714285714286,2707.039810128418,3282.9595049791396,406170.0,2441.6292446292446,156305.0,406150.0,203.0,1.0,0.0,0.0,0.0,0.0
574,454,412,42,965435.0,5000.0,1.0,2343.2888349514565,2000.0,965294.0,271,931744.0,236,965294.0,141.0,157,1,79.0,54.2,2147.845078409373,3355.5260184260187,0.0,2172.617283950617,0.0,0.0,121.0,76.0,0.0,0.0,0.0,1.0
878,1158,1091,67,2413391.0,5000.0,1.0,2212.0907424381303,1999.0,2412717.0,763,2286562.0,604,2413073.0,318.0,340,1,132.0,109.42857142857143,2190.872646491777,3088.8125699727616,304645.0,2129.1338582677167,77800.0,304604.0,204.0,1.0,0.0,0.0,0.0,0.0
2586,544,488,56,990248.0,5000.0,1.0,2029.1967213114754,1325.0,989692.0,328,920168.0,247,990096.0,152.0,195,2,92.0,55.333333333333336,2014.3611462530282,2924.443995436473,216006.0,2161.637037037037,77311.0,215969.0,168.0,1.0,8.0,5.0,2.6666666666666665,0.0
4,598,571,27,1741256.0,22000.0,1.0,3049.4851138353765,3000.0,1741130.0,544,1658780.0,451,1741231.0,25.0,282,1,80.0,77.85714285714286,3058.584258091328,3199.1913977646404,199071.0,3172.1007751937987,78120.0,199070.0,203.0,1.0,5.0,0.0,1.6666666666666667,0.0
5,2864,2664,200,7778739.0,45000.0,1.0,2919.947072072072,2500.0,7777205.0,1971,7537258.0,1706,7778068.0,671.0,954,1,406.0,282.7142857142857,2922.4826508483625,3925.5618347876225,900050.0,3093.5436893203882,121443.0,899930.0,203.0,1.0,0.0,0.0,0.0,0.0
6,419,364,55,743848.0,5000.0,1.0,2043.5384615384614,1500.0,743730.0,246,694690.0,191,743730.0,118.0,152,1,53.0,35.142857142857146,2087.7182891870707,3055.6284565108094,20002.0,1906.561224489796,12002.0,20000.0,194.0,9.0,0.0,0.0,0.0,0.0
251,4361,4153,208,9089611.0,9999.0,1.0,2188.68552853359,2000.0,9088252.0,2942,8845004.0,2647,9088410.0,1201.0,1687,1,679.0,420.42857142857144,1988.1021007286247,2865.0841971862806,1076276.0,2104.291739894552,150458.0,1076128.0,203.0,1.0,0.0,0.0,0.0,0.0
260,2728,2609,119,6225273.0,25000.0,1.0,2386.0762744346493,2000.0,6224350.0,1804,5947540.0,1508,6224476.0,797.0,1019,1,427.0,257.85714285714283,2388.52153301539,3441.528753803575,933097.0,2327.751121076233,39307.0,932950.0,203.0,1.0,5.0,0.0,1.6666666666666667,0.0
33,540,526,14,1191097.0,11999.0,1.0,2264.4429657794676,2000.0,1190407.0,407,1107049.0,305,1190988.0,109.0,168,1,74.0,58.714285714285715,2307.7600378131765,2881.66660746021,184980.0,2132.267326732673,48803.0,184970.0,203.0,1.0,10.0,1.0,2.5,0.0
1490,44,43,1,126738.0,25000.0,1.0,2947.3953488372094,1000.0,126695.0,26,122370.0,21,126723.0,15.0,22,1,21.5,13.0,2031.8333333333333,3464.4791666666665,0.0,8150.285714285715,0.0,0.0,42.0,95.0,0.0,0.0,0.0,1.0
2,3240,3134,106,9929661.0,49999.0,1.0,3168.366624122527,3000.0,9929361.0,2834,9539736.0,2401,9929362.0,299.0,824,1,462.0,404.85714285714283,3181.166848470491,3519.7400307045614,1036924.0,3195.283582089552,125207.0,1036893.0,203.0,1.0,0.0,0.0,0.0,0.0
214,4161,3982,179,12699032.0,49999.0,1.0,3189.1089904570567,3000.0,12697842.0,3682,12350028.0,3288,12698860.0,172.0,1338,1,568.0,527.1428571428571,3213.632231407351,3482.1432898649186,1430464.0,3200.3279279279277,231105.0,1430419.0,203.0,1.0,2.0,0.0,2.0,0.0
944,266,258,8,776833.0,38000.0,1.0,3010.9806201550387,2500.0,776828.0,253,735798.0,206,776828.0,5.0,179,1,39.0,36.142857142857146,2775.5393863198215,2850.2713811536655,140900.0,3480.0333333333333,55500.0,140900.0,170.0,6.0,1.0,0.0,1.0,0.0
2145,823,778,45,2554012.0,49000.0,1.0,3282.7917737789203,3000.0,2553940.0,706,2458440.0,601,2553940.0,72.0,395,1,117.0,100.85714285714286,3328.5463835770593,3649.102373250032,374306.0,3240.7227722772277,50000.0,374300.0,203.0,1.0,0.0,0.0,0.0,0.0
2871,91,87,4,277362.0,5000.0,1.0,3188.0689655172414,4000.0,277248.0,72,269648.0,62,277350.0,12.0,36,1,14.0,12.166666666666666,3083.258379659556,3924.4447147279966,0.0,2688.121212121212,0.0,0.0,151.0,49.0,0.0,0.0,0.0,1.0
3196,843,767,76,1682233.0,25000.0,1.0,2193.2633637548893,2000.0,1681868.0,501,1623268.0,436,1681968.0,265.0,260,2,103.0,71.71428571428571,2160.2141075641953,3343.6922160054605,285734.0,2443.536945812808,112010.0,285700.0,194.0,1.0,5.0,0.0,2.5,0.0
90,9207,8739,468,23335517.0,25000.0,1.0,2670.2731433802496,2000.0,23331362.0,6937,22110639.0,5537,23333756.0,1761.0,2803,1,1240.0,994.0,2707.5190995221005,3369.4362765912006,2184903.0,2675.459775280899,756648.0,2184685.0,203.0,1.0,5.0,5.0,5.0,0.0
176,216,205,11,449266.0,5000.0,1.0,2191.541463414634,1800.0,449200.0,139,426620.0,112,449206.0,60.0,98,2,79.0,46.333333333333336,2380.8616940405204,3285.711875843455,0.0,1815.2962962962963,0.0,0.0,77.0,95.0,1.0,0.0,1.0,1.0
27,457,444,13,1093400.0,5000.0,1.0,2462.612612612613,2000.0,1093040.0,331,1039874.0,264,1093292.0,108.0,226,1,24.0,111.0,2203.602563401438,2791.582283099311,67505.0,2721.2450980392155,67505.0,67500.0,63.0,17.0,0.0,0.0,0.0,0.0
425,516,469,47,700002.0,25000.0,1.0,1492.54157782516,1000.0,699819.0,305,607045.0,200,699839.0,163.0,278,1,77.0,43.57142857142857,1452.210627517787,2374.2123114980254,130815.0,1524.3260869565217,25604.0,130793.0,201.0,3.0,0.0,0.0,0.0,0.0
142,1775,1674,101,3380440.0,5000.0,1.0,2019.378733572282,1500.0,3379860.0,1193,3113110.0,898,3379960.0,480.0,689,1,199.0,199.0,1557.400848804313,2669.807609466872,1.0,1931.3112582781457,0.0,0.0,203.0,1.0,0.0,0.0,0.0,1.0
547,6676,6338,338,15394270.0,40000.0,1.0,2428.8845061533607,2000.0,15392356.0,4929,14458466.0,3796,15392868.0,1402.0,2069,1,820.0,704.8571428571429,2457.3864098240965,3102.4270853708817,840758.0,2536.774134790528,366240.0,840695.0,203.0,1.0,6.0,0.0,2.0,0.0
325,260,221,39,121053.0,5000.0,1.0,547.7511312217194,1.0,120886.0,54,97999.0,29,120886.0,167.0,47,1,22.0,7.714285714285714,1559.3858875649114,2361.623716759431,14890.0,572.204081632653,6000.0,14890.0,192.0,12.0,0.0,0.0,0.0,0.0
11,2000,1934,66,4544319.0,7499.0,1.0,2349.6995863495345,2000.0,4543817.0,1531,4228824.0,1169,4544000.0,319.0,921,1,66.0,218.85714285714286,2200.308790271593,2842.2170263870025,1415967.0,2266.438202247191,606177.0,1415855.0,203.0,1.0,0.0,0.0,0.0,0.0
200,1770,1684,86,5241799.0,5000.0,1.0,3112.707244655582,3000.0,5241630.0,1614,5022410.0,1378,5241730.0,69.0,729,1,434.0,323.0,3176.676527447117,3359.309774489554,0.0,3118.335540838852,0.0,0.0,133.0,71.0,0.0,0.0,0.0,1.0
386,24,24,0,134079.0,25000.0,1.0,5586.625,4712.5,134074.0,19,133224.0,18,134076.0,3.0,17,1,9.0,6.333333333333333,4036.4973544973545,5081.030303030303,0.0,6378.714285714285,0.0,0.0,51.0,76.0,0.0,0.0,0.0,1.0
30,7186,6746,440,16456711.0,25000.0,1.0,2439.476875185295,2000.0,16454782.0,4975,15518589.0,3911,16454946.0,1765.0,2589,1,1316.0,829.3333333333334,2260.703172498618,3031.8129377253904,0.0,2349.370038412292,0.0,0.0,172.0,32.0,0.0,0.0,0.0,0.0
93,958,921,37,2352983.0,5000.0,1.0,2554.813246471227,2000.0,2352714.0,751,2312554.0,697,2352814.0,169.0,377,1,185.0,125.33333333333333,2626.4863937205605,3125.8848888252483,0.0,2619.5603112840467,0.0,0.0,178.0,26.0,0.0,0.0,0.0,1.0
102,397,359,38,839155.0,7000.0,1.0,2337.4791086350974,2000.0,839050.0,254,802250.0,214,839050.0,105.0,163,1,64.5,63.5,2444.166488324016,3146.500259000259,0.0,2239.4202898550725,0.0,0.0,114.0,90.0,0.0,0.0,0.0,1.0
13,773,731,42,2881574.0,49000.0,1.0,3941.9616963064295,3000.0,2881350.0,606,2797010.0,509,2881450.0,124.0,371,1,97.0,86.71428571428571,4028.3318645190184,4846.723428232945,132407.0,3483.1508620689656,65004.0,132400.0,197.0,7.0,1.0,0.0,1.0,0.0
288,13,13,0,51001.0,5000.0,1.0,3923.153846153846,5000.0,51000.0,12,50000.0,11,51000.0,1.0,5,1,3.0,2.4,3900.0666666666666,4166.666666666666,0.0,4666.666666666667,0.0,0.0,175.0,25.0,0.0,0.0,0.0,1.0
353,1497,1429,68,3238180.0,30000.0,1.0,2266.0461861441568,2000.0,3237310.0,955,3105360.0,801,3237710.0,470.0,513,1,238.0,137.0,2334.0491780696934,3468.5898199745975,469835.0,2102.570765661253,170786.0,469760.0,203.0,1.0,0.0,0.0,0.0,0.0
773,392,349,43,534382.0,15000.0,1.0,1531.1805157593124,1000.0,534243.0,210,480343.0,145,534243.0,139.0,150,1,43.0,42.0,1484.8395155855615,2490.0411315676142,16009.0,1494.2191780821918,7003.0,16001.0,192.0,5.0,0.0,0.0,0.0,0.0
442,7800,7533,267,20936287.0,49999.0,1.0,2779.276118412319,2000.0,20933709.0,5945,20273800.0,5149,20934709.0,1578.0,2666,2,1167.0,850.7142857142857,2779.479301040206,3516.7108230151525,2311722.0,2896.610651499483,564349.0,2311552.0,203.0,1.0,1.0,0.0,1.0,0.0
9,1534,1460,74,3480173.0,5000.0,1.0,2383.6801369863015,2000.0,3479809.0,1096,3318257.0,920,3479809.0,364.0,574,2,199.0,156.57142857142858,2413.825342707656,3205.2400479675043,291882.0,2504.485342019544,65556.0,291852.0,203.0,1.0,0.0,0.0,0.0,0.0
312,7647,7105,542,17790611.0,49999.0,1.0,2503.956509500352,2000.0,17785991.0,5327,16747899.0,4043,17788890.0,1721.0,2346,1,1145.0,764.5714285714286,2501.301966572325,3328.873233125472,1267540.0,2472.87950310559,300517.0,1267262.0,203.0,1.0,5.0,1.0,1.6666666666666667,0.0
3916,3,1,2,10.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0,10.0,0.0,1,1,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,8.0,8.0,0.0
111,24553,23895,658,96717621.0,49999.0,1.0,4047.609165097301,3000.0,96712309.0,20513,94635732.0,18145,96714377.0,3244.0,6238,1,3508.0,2933.1428571428573,4033.9180716216865,4694.076120491367,11923756.0,4081.377845735644,4052375.0,11923399.0,203.0,1.0,0.0,0.0,0.0,0.0
140,836,798,38,3009344.0,49950.0,1.0,3771.1077694235587,2000.0,3009018.0,580,2919880.0,476,3009128.0,216.0,294,1,146.0,96.83333333333333,3773.81706389705,5348.729902626891,756263.0,3964.8716814159293,231420.0,756220.0,203.0,1.0,0.0,0.0,0.0,0.0
3035,81,64,17,100242.0,5000.0,1.0,1566.28125,5.5,100200.0,31,96700.0,27,100210.0,32.0,27,1,8.0,7.75,2150.9923355629876,3392.2619047619046,0.0,792.2916666666666,0.0,0.0,99.0,105.0,0.0,0.0,0.0,1.0
745,741,660,81,1301543.0,5000.0,1.0,1972.0348484848485,1500.0,1300555.0,481,1189000.0,343,1301375.0,168.0,193,1,83.0,69.28571428571429,1996.5168711491854,2780.518060304196,257728.0,2036.4251968503936,58494.0,257700.0,203.0,1.0,9.0,0.0,3.0,0.0
363,1056,1015,41,2733924.0,25000.0,1.0,2693.52118226601,2000.0,2731290.0,900,2553120.0,698,2733844.0,80.0,378,1,166.0,132.0,2725.465001080094,2967.4715724169387,289574.0,2747.254464285714,88333.0,289560.0,203.0,1.0,2.0,2.0,2.0,0.0
384,3371,3251,120,8858004.0,25000.0,1.0,2724.701322669948,2000.0,8857095.0,2936,8490015.0,2497,8857695.0,309.0,1515,1,639.5,490.3333333333333,2537.720148464436,2783.3659092270414,0.0,2513.072196620584,0.0,0.0,152.0,52.0,1.0,0.0,1.0,0.0
79,3036,2883,153,7971706.0,11000.0,1.0,2765.0731876517516,2500.0,7971282.0,2733,7634922.0,2317,7971563.0,143.0,1167,1,408.0,390.7142857142857,2769.0595641073983,2916.6821291116003,957517.0,2842.815028901734,360514.0,957490.0,203.0,1.0,0.0,0.0,0.0,0.0
530,929,875,54,2204507.0,30000.0,1.0,2519.4365714285714,1500.0,2204218.0,685,2112403.0,554,2204321.0,186.0,283,1,149.0,114.33333333333333,2497.612154215279,3186.688397819577,251555.0,2175.4713656387667,48353.0,251535.0,203.0,1.0,1.0,0.0,1.0,0.0
54,2339,2190,149,4808033.0,5000.0,1.0,2195.4488584474884,2000.0,4807342.0,1598,4610918.0,1358,4807443.0,590.0,830,1,319.0,228.42857142857142,2192.815833281877,3009.7540821092307,694471.0,2286.2368932038835,226875.0,694388.0,203.0,1.0,4.0,0.0,2.0,0.0
158,278,267,11,637396.0,5000.0,1.0,2387.250936329588,2000.0,637348.0,225,588003.0,170,637356.0,40.0,93,1,39.0,32.142857142857146,2380.1574539829353,2819.911226300973,78489.0,2414.064935064935,16002.0,78485.0,199.0,5.0,4.0,0.0,1.0,0.0
179,515,482,33,1389822.0,25000.0,1.0,2883.448132780083,2500.0,1389723.0,383,1371801.0,359,1389723.0,99.0,242,1,127.5,95.75,2823.172652408547,3554.251904121864,0.0,3002.15,0.0,0.0,102.0,102.0,9.0,0.0,9.0,1.0
184,949,893,56,2185674.0,25000.0,1.0,2447.5632698768195,2000.0,2184880.0,594,2094950.0,484,2185381.0,293.0,397,1,46.0,85.57142857142857,2132.3557779331827,3123.6730262400947,39656.0,2901.073275862069,39026.0,39650.0,201.0,3.0,0.0,0.0,0.0,0.0
538,440,370,70,693543.0,5000.0,1.0,1874.4405405405405,1000.0,693280.0,245,635680.0,179,693420.0,123.0,136,1,53.0,35.142857142857146,1906.7779957184193,2836.4568487857273,84909.0,1738.7884615384614,40509.0,84900.0,203.0,1.0,0.0,0.0,0.0,0.0
542,780,735,45,1722052.0,9890.0,1.0,2342.9278911564625,2000.0,1721746.0,589,1601951.0,455,1721908.0,144.0,218,1,108.0,84.28571428571429,2380.053247188082,2879.682931998615,27950.0,2382.4262295081967,22000.0,27950.0,203.0,1.0,0.0,0.0,0.0,1.0
8,15375,14672,703,31985691.0,25000.0,1.0,2180.049822791712,2000.0,31981279.0,11200,29659266.0,8591,31982251.0,3440.0,5098,1,1999.0,1601.2857142857142,2056.7536836143627,2685.9471653427177,5088480.0,2266.4939759036147,1463620.0,5088070.0,203.0,1.0,0.0,0.0,0.0,0.0
215,5824,5516,308,13133593.0,49000.0,1.0,2380.9994561276285,2000.0,13131670.0,4187,12298450.0,3229,13132272.0,1321.0,1881,1,754.0,599.0,2306.7299052126277,3027.1062253080568,1925603.0,2617.8881811748056,694654.0,1925460.0,204.0,1.0,6.0,3.0,2.0,0.0
238,3338,3157,181,7349755.0,25000.0,1.0,2328.082039911308,2000.0,7348655.0,2185,7051424.0,1842,7348786.0,969.0,1141,1,472.0,312.2857142857143,2333.47656241808,3361.942768367287,758997.0,2305.89817232376,233322.0,758914.0,203.0,1.0,0.0,0.0,0.0,0.0
689,133,131,2,318508.0,15000.0,1.0,2431.358778625954,2000.0,318485.0,108,304381.0,92,318485.0,23.0,104,1,65.5,54.0,2214.375534188034,2663.3782608695656,0.0,0.0,0.0,0.0,131.0,25.0,0.0,0.0,0.0,0.0
10,1300,1259,41,3240521.0,49999.0,1.0,2573.8848292295474,2000.0,3240261.0,999,3040501.0,771,3240267.0,254.0,496,1,168.0,142.71428571428572,2613.6264137664193,3257.049705726587,157058.0,2729.0234113712377,57053.0,157049.0,202.0,1.0,0.0,0.0,0.0,0.0
