AgentRefID,max_amount_transaction,min_amount_transaction,avg_amount_transaction,median_amount_transaction,total_amount_transaction_credit,total_unique_distributer,avg_amout_payment_gt100_permonth,avg_txn_first_week,avg_last_month_1week_amount_txn,vintage,total_ticket_raised_last_2_month,avg_ticked_rasied_per_month,Churn,Total_Score
1,100.0,1.0,11.714285714285715,2.0,8.0,1,100.0,1.3333333333333333,0.0,156.0,0.0,0.0,0.0,10
55,25000.0,1.0,7000.0,4999.0,43.0,1,11878.973459289251,5923.153846153847,0.0,56.0,0.0,0.0,1.0,7
83,25000.0,1.0,2254.88287734399,1950.0,930.0,1,2784.0384278764564,2140.512927439533,0.0,203.0,0.0,1.0,0.0,3
180,25000.0,1.0,3157.2396166134185,2000.0,22.0,1,2946.772422498424,3118.101190476191,23500.0,202.0,0.0,2.333333333333333,0.0,4
29,25000.0,1.0,2243.3190984578887,2000.0,164.0,1,2754.3297944517394,2148.735,68861.0,203.0,0.0,1.0,0.0,3
14,49999.0,1.0,2818.167887875948,2000.0,3000.0,1,3491.529944637002,2836.0946886446886,2083318.0,203.0,2.0,1.5,0.0,3
26,11000.0,1.0,1436.0296610169491,1000.0,44.0,1,1838.41574682375,1632.34,33402.0,202.0,1.0,1.0,0.0,5
32,25000.0,1.0,2221.6786197564275,2000.0,406.0,1,3112.877668479649,2479.865934065934,0.0,161.0,0.0,1.6666666666666667,1.0,5
34,10000.0,1.0,2190.5812203500736,2000.0,1346.0,1,2793.659187147422,2167.4552948636647,493030.0,203.0,4.0,2.6666666666666665,0.0,3
35,5000.0,1.0,3820.4263959390864,4978.0,1.0,1,3817.103638466797,3492.949152542373,0.0,203.0,0.0,2.0,0.0,5
46,45000.0,1.0,2689.1797575118608,2000.0,869.0,1,3478.477654602829,2809.581493165089,413274.0,201.0,0.0,0.0,0.0,4
50,25000.0,1.0,2561.070877531341,2000.0,547.0,1,3458.4015845681643,2532.8665710186515,210207.0,194.0,0.0,0.0,0.0,5
87,48400.0,1.0,2401.300931490385,1965.0,1718.0,1,3242.915542473069,2299.420757363254,537863.0,203.0,1.0,1.6666666666666667,0.0,3
133,49999.0,1.0,4289.284820920978,4000.0,60.0,1,4433.315032908216,4178.406852248394,276200.0,203.0,0.0,1.0,0.0,3
163,30000.0,1.0,2107.2073310423825,1500.0,577.0,1,3055.689436660185,2143.9416498993965,42110.0,191.0,0.0,1.0,1.0,5
233,25000.0,1.0,3024.103221083455,2025.0,371.0,1,4238.19853086166,3081.673796791444,0.0,115.0,0.0,1.0,0.0,6
623,10000.0,1.0,1968.9622002085505,1500.0,1008.0,1,2692.9399744788216,1940.5627157652475,270420.0,203.0,0.0,3.0,0.0,3
704,25000.0,1.0,2385.7191011235955,2000.0,167.0,1,3358.0364105798326,2234.2977528089887,44984.0,203.0,0.0,1.0,0.0,3
738,15000.0,1.0,1942.139059304704,1500.0,128.0,1,2659.9453812895717,1947.6962962962964,25600.0,203.0,0.0,0.0,0.0,4
25,25000.0,1.0,2339.8895648104817,2000.0,454.0,1,3259.3176342444285,2355.822966507177,9960.0,200.0,0.0,1.3333333333333333,0.0,4
39,25000.0,1.0,2598.9485264432783,2000.0,785.0,1,2739.642851058044,2531.796314258002,504.0,198.0,0.0,1.5,0.0,4
3115,49999.0,1.0,2169.4451954158094,2000.0,971.0,1,3038.4170638686915,2117.563235294117,120860.0,203.0,0.0,0.0,0.0,3
3801,14000.0,1.0,2013.7725052337757,1500.0,377.0,1,2695.171227507128,2147.110671936759,19801.0,150.0,0.0,2.0,1.0,5
91,20000.0,1.0,1958.608695652174,1001.0,79.0,1,3051.0286758563075,2108.438596491228,31406.0,203.0,0.0,0.0,0.0,5
358,20000.0,1.0,2504.1776649746193,2000.0,60.0,1,2054.1838235294117,2368.435897435897,0.0,33.0,0.0,0.0,1.0,8
2150,5000.0,1.0,2128.057142857143,1500.0,2.0,1,2300.0992063492067,2618.181818181818,0.0,70.0,0.0,0.0,1.0,10
3,49999.0,1.0,2434.527885862516,2000.0,165.0,1,3047.5192697170073,2189.75,62909.0,203.0,0.0,2.0,0.0,3
283,25000.0,1.0,2840.259488084731,2000.0,94.0,1,4075.588826598379,2594.080597014925,201403.0,203.0,0.0,0.0,0.0,3
470,10000.0,1.0,2004.2871376811593,1500.0,127.0,1,2588.69313506156,1940.1103448275865,198176.0,195.0,0.0,0.0,0.0,4
491,10000.0,1.0,2388.43896713615,2000.0,192.0,1,3164.252135531239,2277.7175141242933,25501.0,202.0,0.0,0.0,0.0,4
685,30000.0,1.0,2665.2635081181797,2000.0,1126.0,1,3749.3032239883446,2802.373033707865,310052.0,203.0,1.0,1.0,0.0,3
3781,7000.0,1.0,2635.7272727272725,2000.0,44.0,1,3460.7166170001424,2536.4190476190474,193721.0,43.0,0.0,0.0,1.0,7
16,16000.0,1.0,1962.7270777479891,1400.0,571.0,1,2852.5595350581957,1731.4459102902374,2.0,201.0,0.0,1.0,0.0,4
473,25000.0,1.0,2169.424963924964,1500.0,306.0,1,2962.628810827735,2132.816326530612,0.0,182.0,0.0,1.0,1.0,5
1859,10000.0,1.0,3226.426150121065,4500.0,69.0,1,3801.1815327433555,3214.9347826086955,4856.0,188.0,0.0,0.0,1.0,6
3607,5000.0,1.0,2543.316742081448,2000.0,25.0,1,2948.858994708995,2514.9848484848485,31365.0,181.0,0.0,0.0,0.0,6
216,5000.0,1.0,2614.086720867209,2489.5,186.0,1,3406.329818839929,2653.263157894737,0.0,113.0,0.0,0.0,1.0,6
21,25000.0,1.0,1839.586705202312,1000.0,207.0,1,2853.919516677871,1744.25,47116.0,203.0,0.0,1.6666666666666667,0.0,3
120,49900.0,1.0,2563.076147816349,2000.0,1028.0,1,3282.95950497914,2441.629244629245,156305.0,203.0,0.0,0.0,0.0,3
574,5000.0,1.0,2343.2888349514565,2000.0,141.0,1,3355.526018426019,2172.617283950617,0.0,121.0,0.0,0.0,1.0,8
878,5000.0,1.0,2212.0907424381303,1999.0,318.0,1,3088.812569972761,2129.1338582677167,77800.0,204.0,0.0,0.0,0.0,3
2586,5000.0,1.0,2029.1967213114756,1325.0,152.0,2,2924.443995436473,2161.637037037037,77311.0,168.0,5.0,2.6666666666666665,0.0,4
4,22000.0,1.0,3049.4851138353765,3000.0,25.0,1,3199.1913977646404,3172.1007751937987,78120.0,203.0,0.0,1.6666666666666667,0.0,3
5,45000.0,1.0,2919.947072072072,2500.0,671.0,1,3925.5618347876234,3093.5436893203882,121443.0,203.0,0.0,0.0,0.0,3
6,5000.0,1.0,2043.5384615384612,1500.0,118.0,1,3055.6284565108085,1906.5612244897961,12002.0,194.0,0.0,0.0,0.0,6
251,9999.0,1.0,2188.6855285335896,2000.0,1201.0,1,2865.084197186281,2104.291739894552,150458.0,203.0,0.0,0.0,0.0,3
260,25000.0,1.0,2386.076274434649,2000.0,797.0,1,3441.528753803575,2327.7511210762327,39307.0,203.0,0.0,1.6666666666666667,0.0,3
33,11999.0,1.0,2264.442965779468,2000.0,109.0,1,2881.66660746021,2132.267326732673,48803.0,203.0,1.0,2.5,0.0,3
1490,25000.0,1.0,2947.395348837209,1000.0,15.0,1,3464.479166666666,8150.285714285716,0.0,42.0,0.0,0.0,1.0,10
2,49999.0,1.0,3168.366624122527,3000.0,299.0,1,3519.7400307045614,3195.283582089552,125207.0,203.0,0.0,0.0,0.0,3
214,49999.0,1.0,3189.1089904570567,3000.0,172.0,1,3482.143289864918,3200.3279279279277,231105.0,203.0,0.0,2.0,0.0,3
944,38000.0,1.0,3010.980620155039,2500.0,5.0,1,2850.271381153665,3480.0333333333333,55500.0,170.0,0.0,1.0,0.0,6
2145,49000.0,1.0,3282.7917737789203,3000.0,72.0,1,3649.1023732500316,3240.7227722772277,50000.0,203.0,0.0,0.0,0.0,3
2871,5000.0,1.0,3188.0689655172414,4000.0,12.0,1,3924.444714727997,2688.121212121212,0.0,151.0,0.0,0.0,1.0,8
3196,25000.0,1.0,2193.2633637548893,2000.0,265.0,2,3343.69221600546,2443.536945812808,112010.0,194.0,0.0,2.5,0.0,3
90,25000.0,1.0,2670.2731433802496,2000.0,1761.0,1,3369.436276591201,2675.459775280899,756648.0,203.0,5.0,5.0,0.0,3
176,5000.0,1.0,2191.541463414634,1800.0,60.0,2,3285.7118758434553,1815.2962962962963,0.0,77.0,0.0,1.0,1.0,8
27,5000.0,1.0,2462.612612612613,2000.0,108.0,1,2791.582283099311,2721.2450980392155,67505.0,63.0,0.0,0.0,0.0,5
425,25000.0,1.0,1492.54157782516,1000.0,163.0,1,2374.212311498025,1524.3260869565215,25604.0,201.0,0.0,0.0,0.0,5
142,5000.0,1.0,2019.378733572282,1500.0,480.0,1,2669.807609466872,1931.3112582781455,0.0,203.0,0.0,0.0,1.0,3
547,40000.0,1.0,2428.8845061533607,2000.0,1402.0,1,3102.4270853708813,2536.774134790528,366240.0,203.0,0.0,2.0,0.0,3
325,5000.0,1.0,547.7511312217193,1.0,167.0,1,2361.6237167594313,572.204081632653,6000.0,192.0,0.0,0.0,0.0,8
11,7499.0,1.0,2349.6995863495345,2000.0,319.0,1,2842.2170263870025,2266.438202247191,606177.0,203.0,0.0,0.0,0.0,3
200,5000.0,1.0,3112.707244655582,3000.0,69.0,1,3359.309774489554,3118.335540838852,0.0,133.0,0.0,0.0,1.0,6
386,25000.0,1.0,5586.625,4712.5,3.0,1,5081.030303030303,6378.714285714284,0.0,51.0,0.0,0.0,1.0,10
30,25000.0,1.0,2439.4768751852953,2000.0,1765.0,1,3031.812937725391,2349.3700384122917,0.0,172.0,0.0,0.0,0.0,5
93,5000.0,1.0,2554.813246471227,2000.0,169.0,1,3125.8848888252483,2619.5603112840467,0.0,178.0,0.0,0.0,1.0,5
102,7000.0,1.0,2337.479108635097,2000.0,105.0,1,3146.5002590002587,2239.4202898550725,0.0,114.0,0.0,0.0,1.0,8
13,49000.0,1.0,3941.9616963064295,3000.0,124.0,1,4846.723428232945,3483.1508620689656,65004.0,197.0,0.0,1.0,0.0,4
288,5000.0,1.0,3923.1538461538457,5000.0,1.0,1,4166.666666666666,4666.666666666667,0.0,175.0,0.0,0.0,1.0,10
353,30000.0,1.0,2266.046186144157,2000.0,470.0,1,3468.589819974597,2102.570765661253,170786.0,203.0,0.0,0.0,0.0,3
773,15000.0,1.0,1531.1805157593124,1000.0,139.0,1,2490.0411315676142,1494.2191780821918,7003.0,192.0,0.0,0.0,0.0,6
442,49999.0,1.0,2779.2761184123187,2000.0,1578.0,2,3516.7108230151525,2896.610651499483,564349.0,203.0,0.0,1.0,0.0,3
9,5000.0,1.0,2383.680136986301,2000.0,364.0,2,3205.2400479675043,2504.485342019544,65556.0,203.0,0.0,0.0,0.0,3
312,49999.0,1.0,2503.956509500352,2000.0,1721.0,1,3328.873233125472,2472.8795031055897,300517.0,203.0,1.0,1.6666666666666667,0.0,3
3916,10.0,10.0,10.0,10.0,0.0,1,0.0,0.0,0.0,0.0,8.0,8.0,0.0,11
111,49999.0,1.0,4047.6091650973012,3000.0,3000.0,1,4694.076120491367,4081.377845735644,4052375.0,203.0,0.0,0.0,0.0,3
140,49950.0,1.0,3771.107769423559,2000.0,216.0,1,5348.729902626891,3964.871681415929,231420.0,203.0,0.0,0.0,0.0,3
3035,5000.0,1.0,1566.28125,5.5,32.0,1,3392.261904761905,792.2916666666665,0.0,99.0,0.0,0.0,1.0,10
745,5000.0,1.0,1972.0348484848487,1500.0,168.0,1,2780.5180603041963,2036.4251968503934,58494.0,203.0,0.0,3.0,0.0,3
363,25000.0,1.0,2693.5211822660103,2000.0,80.0,1,2967.471572416939,2747.254464285714,88333.0,203.0,2.0,2.0,0.0,3
384,25000.0,1.0,2724.7013226699482,2000.0,309.0,1,2783.365909227041,2513.0721966205842,0.0,152.0,0.0,1.0,0.0,6
79,11000.0,1.0,2765.0731876517516,2500.0,143.0,1,2916.6821291116003,2842.815028901734,360514.0,203.0,0.0,0.0,0.0,3
530,30000.0,1.0,2519.4365714285714,1500.0,186.0,1,3186.688397819577,2175.4713656387667,48353.0,203.0,0.0,1.0,0.0,3
54,5000.0,1.0,2195.4488584474884,2000.0,590.0,1,3009.754082109231,2286.2368932038835,226875.0,203.0,0.0,2.0,0.0,3
158,5000.0,1.0,2387.250936329588,2000.0,40.0,1,2819.911226300973,2414.064935064935,16002.0,199.0,0.0,1.0,0.0,6
179,25000.0,1.0,2883.448132780083,2500.0,99.0,1,3554.251904121864,3002.15,0.0,102.0,0.0,9.0,1.0,6
184,25000.0,1.0,2447.5632698768195,2000.0,293.0,1,3123.673026240095,2901.0732758620693,39026.0,201.0,0.0,0.0,0.0,4
538,5000.0,1.0,1874.4405405405405,1000.0,123.0,1,2836.4568487857277,1738.7884615384617,40509.0,203.0,0.0,0.0,0.0,5
542,9890.0,1.0,2342.9278911564625,2000.0,144.0,1,2879.682931998615,2382.426229508197,22000.0,203.0,0.0,0.0,1.0,3
8,25000.0,1.0,2180.049822791712,2000.0,3000.0,1,2685.9471653427177,2266.493975903615,1463620.0,203.0,0.0,0.0,0.0,3
215,49000.0,1.0,2380.9994561276285,2000.0,1321.0,1,3027.106225308057,2617.8881811748056,694654.0,204.0,3.0,2.0,0.0,3
238,25000.0,1.0,2328.082039911308,2000.0,969.0,1,3361.942768367287,2305.8981723237603,233322.0,203.0,0.0,0.0,0.0,3
689,15000.0,1.0,2431.358778625954,2000.0,23.0,1,2663.3782608695656,0.0,0.0,131.0,0.0,0.0,0.0,7
10,49999.0,1.0,2573.8848292295474,2000.0,254.0,1,3257.049705726587,2729.0234113712377,57053.0,202.0,0.0,0.0,0.0,3
172,49000.0,1.0,4029.921875,2000.0,3.0,1,3813.217712494834,2653.75,40720.0,144.0,0.0,0.0,0.0,6
7,20000.0,1.0,2351.08535015448,2000.0,1396.0,1,2870.7179700264064,2454.1523287671234,747160.0,203.0,0.0,0.0,0.0,3
15,5000.0,1.0,3079.709177592372,3000.0,58.0,1,3137.939185057985,3079.673242909988,310004.0,203.0,0.0,2.0,0.0,3
556,25000.0,1.0,1725.7118644067796,1000.0,665.0,1,3032.8302243620906,1871.9638554216867,21108.0,200.0,0.0,2.0,0.0,4
71,30000.0,1.0,2824.543375394321,2000.0,243.0,1,3506.126841092334,3030.119186046511,133408.0,203.0,0.0,1.0,0.0,3
165,49999.0,1.0,2639.297709923664,1500.0,39.0,2,3225.6938822579714,3232.472222222222,116309.0,196.0,0.0,0.0,1.0,6
379,25000.0,1.0,2645.184541062802,2000.0,325.0,1,3977.6216019759554,2600.8327868852452,215723.0,203.0,0.0,0.0,0.0,3
450,5000.0,1.0,1509.72,1.0,39.0,1,3335.388888888889,2481.625,0.0,203.0,0.0,0.0,0.0,6
478,5000.0,1.0,2221.4329896907216,2000.0,28.0,1,3459.126984126984,2714.5714285714284,0.0,26.0,0.0,1.0,0.0,8
22,49900.0,1.0,2288.8957791269154,1800.0,2597.0,1,3708.134271793576,2187.2439209726444,666094.0,199.0,2.0,1.6666666666666667,0.0,3
12,26000.0,1.0,610.1108490566038,1.0,76.0,2,6826.243790849673,348.875,12.0,200.0,2.0,10.2,0.0,5
24,5000.0,1.0,2710.0110344827585,3000.0,108.0,2,3185.894615567926,2658.0132450331125,56238.0,203.0,0.0,2.0,0.0,3
18,10000.0,1.0,2387.092059838895,2000.0,172.0,1,2979.6563926330277,2566.5240384615386,102740.0,203.0,1.0,1.3333333333333333,0.0,3
51,49999.0,1.0,4246.483115886416,2000.0,620.0,1,7636.357820132674,4119.044905008635,104003.0,201.0,0.0,0.0,0.0,4
92,49999.0,1.0,2317.794117647059,2000.0,406.0,1,3437.453678341615,2006.5168195718652,5005.0,198.0,0.0,2.0,1.0,4
248,49999.0,1.0,2533.960260440054,2000.0,1112.0,1,4200.107751625126,2485.921501706485,300.0,202.0,0.0,0.0,0.0,4
498,25000.0,1.0,2521.697203080665,2000.0,639.0,1,3427.0008633066423,2583.139146567718,0.0,171.0,0.0,3.0,0.0,5
36,49999.0,1.0,3374.902547938009,2500.0,485.0,1,3963.371305183885,3192.334693877551,392895.0,203.0,0.0,2.75,0.0,3
37,49500.0,1.0,2890.442832764505,2000.0,816.0,1,3667.390258394858,3062.8767908309446,327345.0,203.0,9.0,4.0,0.0,3
43,10000.0,1.0,2005.3881019830026,1500.0,102.0,2,2749.4554627512675,1966.9420289855072,20302.0,202.0,0.0,2.0,0.0,6
74,5000.0,1.0,1382.963133640553,990.0,88.0,1,2328.5483128078813,899.1351351351352,0.0,167.0,0.0,0.0,0.0,7
49,49999.0,1.0,2593.336184455188,2000.0,1739.0,1,3319.8875191709008,2614.863548698168,641218.0,203.0,1.0,1.0,0.0,3
70,5000.0,1.0,2627.6247619047613,2000.0,84.0,1,3168.6953136702864,2698.771739130435,48603.0,203.0,0.0,1.5,0.0,3
1170,14000.0,1.0,2112.00105374078,2000.0,275.0,1,2987.278179910213,1860.6473214285716,94577.0,191.0,0.0,0.0,0.0,3
44,5000.0,1.0,2011.6430817610064,1500.0,187.0,1,2886.728527375922,2094.511811023622,53808.0,201.0,0.0,0.0,0.0,4
62,25000.0,1.0,2249.600865800866,1800.0,282.0,1,2427.50770443469,1938.5821917808216,501.0,202.0,0.0,0.0,0.0,4
237,15000.0,1.0,2326.462427745665,1980.0,31.0,1,2543.49850072548,2457.232323232324,55501.0,203.0,0.0,1.0,0.0,5
734,5000.0,1.0,2373.8740157480315,2000.0,32.0,1,2964.9739913567964,1958.15625,1001.0,190.0,0.0,0.0,0.0,7
835,5000.0,1.0,2835.49354005168,2500.0,6.0,1,2874.264149401389,3054.1379310344832,49260.0,203.0,0.0,0.0,0.0,4
930,25000.0,1.0,2779.874461979914,2000.0,187.0,1,3166.490772922925,2362.9527027027025,62540.0,203.0,0.0,2.333333333333333,0.0,3
52,5000.0,1.0,3075.601403061225,3000.0,173.0,1,3439.8758721709255,2923.7320872274145,66500.0,203.0,0.0,1.0,0.0,3
53,8000.0,1.0,3229.0253164556957,3000.0,86.0,1,3321.0130195936767,3143.233695652174,217201.0,203.0,0.0,1.0,0.0,3
387,5000.0,1.0,1877.434782608696,1000.0,6.0,1,2964.166666666667,1791.916666666667,11502.0,159.0,0.0,2.0,0.0,8
772,49999.0,1.0,2964.841825902336,2600.0,44.0,1,3123.5037296690693,2612.6666666666665,124507.0,109.0,1.0,1.0,0.0,3
112,25000.0,1.0,2161.9859981933155,1992.5,689.0,2,3138.366076442153,2035.2441113490365,132412.0,203.0,0.0,1.0,0.0,3
699,6000.0,1.0,1550.6424242424246,990.0,75.0,1,2456.146837944664,1245.78125,1489.0,115.0,2.0,3.5,0.0,7
1604,5000.0,1.0,1641.1012145748987,1000.0,154.0,1,2287.7456476084,1501.5890410958905,1000.0,194.0,0.0,0.0,0.0,6
123,5000.0,1.0,1867.8031088082898,1000.0,68.0,1,2929.8012634135225,1862.78125,1000.0,203.0,0.0,1.0,0.0,5
433,5000.0,1.0,2583.929961089494,2000.0,50.0,1,2784.7673247418797,2459.282608695652,43705.0,202.0,0.0,0.0,0.0,4
706,29640.0,1.0,2680.2114137483786,2000.0,240.0,1,3249.683785335936,2707.322857142857,224455.0,203.0,0.0,0.0,0.0,3
749,5000.0,1.0,1872.596590909091,1500.0,45.0,1,2851.731318681319,1605.4827586206898,6870.0,178.0,0.0,0.0,0.0,7
790,10000.0,1.0,2356.6093155893536,2000.0,500.0,1,2786.976847293092,2348.3520408163267,135322.0,203.0,1.0,3.8333333333333335,0.0,3
4474,5000.0,1.0,2562.495750708216,2000.0,36.0,1,2708.005141251308,2783.037037037037,83192.0,89.0,0.0,1.0,0.0,5
40,5000.0,1.0,2932.0576131687244,2999.0,0.0,1,2882.647183345478,2773.350340136055,19649.0,203.0,0.0,1.0,0.0,3
61,45000.0,1.0,3144.9013180128422,2000.0,328.0,1,3529.6156270847137,3161.601265822785,217684.0,203.0,0.0,0.0,0.0,3
225,5000.0,1.0,2825.559063136456,3000.0,160.0,1,3088.6461349337987,2941.597014925373,0.0,203.0,0.0,3.0,0.0,3
493,15000.0,1.0,2456.731865284974,2000.0,123.0,1,2915.887601665195,2363.953757225433,53002.0,203.0,0.0,1.0,0.0,3
42,49999.0,1.0,3223.632381889764,2500.0,249.0,1,3514.1348608672706,3170.9804147465443,328594.0,203.0,1.0,3.0,0.0,3
613,10000.0,1.0,1847.0421621621624,1300.0,245.0,1,2516.5032934327587,1836.0993377483444,15667.0,203.0,0.0,0.0,0.0,3
75,30000.0,1.0,2809.660770031217,2000.0,658.0,1,3402.1108473924237,2901.622549019608,222100.0,203.0,0.0,1.0,0.0,3
201,25000.0,1.0,2386.449883449884,2000.0,204.0,2,3143.573246983252,2092.631944444445,67004.0,202.0,0.0,0.0,0.0,3
393,49999.0,1.0,3009.2166666666667,2000.0,528.0,1,3861.453219148688,2946.6681318681317,129525.0,203.0,0.0,1.0,0.0,3
2778,5000.0,1.0,2399.795918367347,2000.0,10.0,1,2829.8412698412703,2099.2727272727275,0.0,66.0,0.0,0.0,1.0,10
3920,5000.0,1.0,2156.2865034965034,2000.0,29.0,1,2337.582801579741,2588.3636363636365,16000.0,131.0,0.0,1.0,0.0,6
507,40000.0,1.0,2959.6473265073946,3000.0,385.0,1,3805.1316496126233,3112.6464285714287,124508.0,200.0,1.0,1.0,0.0,3
344,5000.0,1.0,2394.7986206896553,2000.0,239.0,1,3573.3797534354494,2381.30964467005,41772.0,203.0,0.0,0.0,0.0,3
101,5000.0,1.0,2268.797196261682,2000.0,752.0,1,3533.191661653469,2382.361161524501,5001.0,197.0,0.0,1.0,0.0,4
113,5000.0,1.0,1687.7782608695652,1000.0,170.0,1,2182.9096344510176,1369.7951807228915,30905.0,202.0,0.0,0.0,0.0,3
2908,5000.0,1.0,1978.2340425531922,2000.0,16.0,1,2998.7419354838707,2129.4375,0.0,26.0,0.0,0.0,1.0,10
58,5000.0,1.0,1089.3015873015872,500.0,25.0,1,1715.3886363636366,718.6363636363636,1001.0,196.0,0.0,0.0,1.0,8
41,25000.0,1.0,4479.879725085912,3000.0,52.0,1,6749.676637224937,5119.5675675675675,0.0,162.0,0.0,1.0,1.0,5
80,28200.0,1.0,1898.7611940298507,1000.0,337.0,1,3524.484813797314,1967.9598214285716,73049.0,202.0,6.0,5.666666666666668,0.0,4
273,5000.0,1.0,2064.737218813906,1700.0,229.0,1,2653.652097002773,2033.0669642857144,21736.0,203.0,0.0,1.0,0.0,3
494,5000.0,1.0,1615.1735159817351,1000.0,93.0,1,2761.45087311562,1600.4406779661015,4204.0,197.0,0.0,0.0,0.0,6
3972,5000.0,1.0,2363.931818181818,2000.0,12.0,1,3595.6538461538457,1083.6666666666667,0.0,55.0,0.0,0.0,1.0,10
361,5000.0,1.0,2210.811805555556,2000.0,334.0,1,2882.245516813327,2216.7450980392155,90057.0,202.0,0.0,0.0,0.0,3
107,5000.0,1.0,2346.8391752577318,2000.0,108.0,1,3048.445311822361,2295.2096774193546,3951.0,203.0,0.0,1.6666666666666667,0.0,3
23,20000.0,1.0,1963.9172510518933,1500.0,213.0,1,2698.4443510346623,1587.6338028169016,0.0,190.0,0.0,0.0,1.0,5
4221,5000.0,1.0,2252.245115452931,2000.0,135.0,1,2914.4510441520856,2413.7741935483873,76404.0,107.0,0.0,0.0,1.0,5
66,25000.0,126.0,3778.8380062305296,3000.0,0.0,1,3930.368258412983,3481.132075471698,0.0,101.0,0.0,1.0,1.0,7
95,5000.0,1.0,3134.4003929273085,4000.0,363.0,1,3638.3680825274705,3097.606956521739,252216.0,203.0,1.0,1.0,0.0,3
1482,20000.0,1.0,1870.6133786848072,1000.0,294.0,1,3036.6018930638165,1834.048309178744,118118.0,201.0,0.0,0.0,0.0,3
65,5000.0,1.0,2418.1470588235293,2000.0,56.0,1,3050.8232664095585,2181.5,0.0,113.0,0.0,0.0,1.0,8
59,49999.0,1.0,2372.294117647059,1500.0,238.0,1,3582.772136178297,2662.5960264900664,74859.0,203.0,0.0,1.0,0.0,3
597,25000.0,1.0,2437.871287128713,2000.0,8.0,1,2088.3938952204253,2450.659574468085,0.0,72.0,0.0,0.0,1.0,6
77,25000.0,1.0,2499.0961064563826,2000.0,384.0,1,3078.272696383316,2519.909090909091,29100.0,203.0,1.0,1.0,0.0,3
294,30000.0,1.0,2487.0309810671256,2000.0,138.0,1,3277.961379978503,2351.829268292683,59505.0,194.0,1.0,1.0,0.0,5
539,5000.0,1.0,2064.180527383367,2000.0,100.0,1,2584.781585260367,2059.1221374045804,26203.0,202.0,0.0,1.0,0.0,4
28,25000.0,1.0,2642.018558480794,2000.0,180.0,1,2637.2412385184216,2389.596602972399,170994.0,203.0,1.0,1.0,0.0,3
56,41000.0,1.0,2112.622707862346,1500.0,1251.0,1,3096.1788207480377,2013.2207637231506,203226.0,203.0,0.0,2.0,0.0,3
1722,5000.0,1.0,2389.4710494571773,2000.0,461.0,1,3264.597795578444,2434.1238670694866,150604.0,203.0,0.0,0.0,0.0,3
209,15500.0,1.0,2554.428571428572,1985.0,25.0,1,3905.813200280113,2150.4117647058824,17905.0,186.0,3.0,3.0,0.0,7
246,5000.0,1.0,1419.4763231197771,520.0,152.0,1,2556.539840043476,1077.1166666666666,0.0,202.0,0.0,6.0,0.0,6
247,5000.0,1.0,1630.35,1001.0,2.0,1,1526.0762254901965,3000.0,0.0,193.0,0.0,0.0,0.0,8
78,49999.0,1.0,3280.8713864306787,2000.0,432.0,1,4425.816782722161,3033.9021406727834,183675.0,203.0,0.0,0.0,0.0,3
82,25000.0,1.0,2289.6467065868264,2000.0,622.0,1,3068.639742315144,2124.5254988913525,0.0,187.0,0.0,1.0,1.0,5
31,5000.0,1.0,2027.0740740740741,1500.0,11.0,2,3238.125,2360.4,0.0,181.0,0.0,0.0,1.0,9
783,5000.0,499.0,2999.3060344827586,2500.0,0.0,2,2991.997876756923,3000.178947368421,32099.0,186.0,0.0,0.0,1.0,5
3526,49999.0,1.0,4948.6631299734745,3500.0,34.0,1,6755.705463105769,5664.557894736842,0.0,145.0,0.0,2.6666666666666665,0.0,4
4311,10000.0,100.0,2781.818181818182,1500.0,0.0,1,3667.708333333334,4510.0,0.0,104.0,0.0,0.0,0.0,8
38,49995.0,1.0,4162.380952380952,4000.0,21.0,1,4233.736192679883,4567.734782608695,151497.0,203.0,0.0,0.0,0.0,3
375,49999.0,1.0,4109.2676801057505,2500.0,1306.0,1,5854.70658921987,4163.745243128964,639232.0,203.0,0.0,0.0,0.0,3
89,5000.0,1.0,1522.1905067350863,1000.0,680.0,1,2644.040881429487,1439.0375,34610.0,202.0,0.0,2.5,0.0,4
3551,30925.0,1.0,2459.402439024391,1000.0,40.0,1,5121.762637362638,1988.888888888889,0.0,159.0,0.0,0.0,0.0,6
495,20000.0,1.0,1947.7915887850468,1000.0,379.0,1,3036.237908131753,1663.935064935065,66358.0,203.0,0.0,2.0,0.0,3
528,5000.0,1.0,1950.1237244897961,1500.0,421.0,1,2635.0166958937702,1907.5771276595747,40939.0,203.0,2.0,1.8333333333333333,0.0,3
611,20000.0,1.0,2361.5264214046824,2000.0,309.0,1,3051.2124936033,2325.7174515235456,102506.0,203.0,0.0,0.0,0.0,3
3048,25000.0,1.0,2972.333333333333,2000.0,38.0,1,2707.0892018779346,4129.071428571428,0.0,120.0,0.0,0.0,1.0,8
326,25000.0,1.0,1630.2417539774933,1000.0,2654.0,1,2529.616294809463,1727.7,338816.0,203.0,0.0,0.0,0.0,3
529,5000.0,1.0,2119.928229665072,2000.0,78.0,1,3096.7496267484826,2127.951807228916,11000.0,203.0,0.0,0.0,0.0,4
4585,49999.0,1.0,2999.006535947713,2000.0,52.0,1,4052.691211906449,2295.909090909091,126275.0,34.0,0.0,0.0,0.0,5
230,5000.0,1.0,2311.266832917706,2000.0,88.0,1,2623.829583620888,2386.733333333333,0.0,129.0,0.0,0.0,1.0,8
